Week Start Date,Agency,Final Incident Type,# of Incidents Calculated,Call to First Pickup,Call to PD Calltaker Handoff,Call to FDNY Pickup,Call to FDNY Job Creation,Call to EMS Pickup,Call to Agency Job Creation,Call to Agency Dispatch,Call to Agency Arrival,Call to First Arrival (Multi-Agency Incidents),Median Pickup,Median Calltaker Handoff,Median FDNY Pickup,Median FDNY Job Creation,Median Ems Pickup,Median Ems Job Creation,Median Dispatch,Median Travel,Median Cumulative First Arrival  (Multi-Agency Incidents),Average Travel,Average Dispatch,Average EMS Processing,Average EMS Pickup,Average Calltaker Processing,Average Pickup,Average FD Pickup,Average FD Processing
12/02/2013,NYPD,2. Serious,1084,3.31,137.06,,,,,291.60,547.69,534.13,3,94,,,,,94,182,440,4.27,2.58,,,2.23,0.06,,
12/02/2013,NYPD,3. Non-Critical,1082,3.24,176.76,,,,,416.13,917.70,904.85,3,129,,,,,121,302.5,650.5,8.36,3.99,,,2.89,0.05,,
12/02/2013,NYPD (Non-CIP),Alarms,1241,3.22,148.16,,,,,938.19,1774.04,1774.04,3,106,,,,,330,540,1218,13.93,13.17,,,2.42,0.05,,
12/02/2013,NYPD (Non-CIP),Disorderly Person/Group/Noise,512,3.23,183.50,,,,,955.65,1583.52,1581.02,3,143,,,,,238,372,946,10.46,12.87,,,3.00,0.05,,
12/02/2013,NYPD (Non-CIP),Dispute,2709,3.19,184.82,,,,,1102.94,1955.83,1954.49,3,145,,,,,274,513,1237,14.21,15.30,,,3.03,0.05,,
12/02/2013,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,182,3.62,146.44,,,,,343.99,1756.66,672.63,3,91.5,,,,,88.5,738,401.5,23.54,3.29,,,2.38,0.06,,
12/02/2013,NYPD (Non-CIP),Other Crimes (In Progress),458,3.42,187.66,,,,,454.38,910.53,909.40,3,148,,,,,138,345.5,725.5,7.60,4.45,,,3.07,0.06,,
12/02/2013,NYPD (Non-CIP),Past Crime,1545,3.13,217.33,,,,,1481.85,2788.13,2741.70,3,174,,,,,411,775,1820,21.77,21.08,,,3.57,0.05,,
12/02/2013,NYPD (Non-CIP),Police Officer/Security Holding Suspect,112,3.14,128.72,,,,,547.13,1252.04,1246.15,3,97,,,,,141.5,438,812.5,11.75,6.97,,,2.09,0.05,,
12/02/2013,NYPD (Non-CIP),Possible Crimes,2781,3.16,177.53,,,,,1053.14,1901.05,1850.88,3,131,,,,,263,515,1152,14.13,14.59,,,2.91,0.05,,
12/02/2013,NYPD (Non-CIP),Vehicle Accident,1499,2.96,187.40,,,,,1278.74,2554.02,2535.36,3,147,,,,,400,887,1815,21.25,18.19,,,3.07,0.05,,
11/25/2013,EMS,1. Life Threating Med Emergencies,6825,3.62,55.69,,,60.57,155.08,190.51,555.44,494.60,3,66.5,,,10.5,41.5,83.5,330.5,442.5,6.08,1.49,0.92,0.10,0.88,0.06,,
11/25/2013,EMS,2. Non-Life Threatening Med Emergencies,10569,3.62,67.39,,,72.59,160.56,243.03,732.88,668.52,3,77.5,,,10.5,44.5,90.25,436,572.25,8.16,2.11,0.86,0.11,1.07,0.06,,
11/25/2013,FDNY,1. Structural Fires,470,3.31,93.90,,,,,106.39,311.24,305.99,3,54,,,,,10,196,270.5,3.41,0.21,,,1.51,0.06,,
11/25/2013,FDNY,2. Non-Structural Fires,216,3.53,67.78,,,,,82.75,326.51,321.11,3,53.5,,,,,11,225,291.5,4.06,0.25,,,1.07,0.06,,
11/25/2013,FDNY,3. Medical Emergencies,2626,3.66,138.42,,,68.50,135.51,160.74,419.68,387.93,3,107,,,5,44,8,243,365,4.32,0.37,1.13,0.09,2.25,0.06,,
11/25/2013,FDNY,4. Non-Medical Emergencies,2595,3.67,154.57,,,,,171.50,455.86,433.69,3,78,,,,,12,256,366,4.74,0.28,,,2.52,0.06,,
11/25/2013,NYPD,1. Critical,146,3.88,258.27,,,,,379.75,651.63,599.90,3,249,,,,,77.5,144,511.5,4.53,2.02,,,4.24,0.06,,
11/25/2013,NYPD,2. Serious,314,3.39,270.04,,,,,427.51,730.07,678.81,3,247,,,,,93,194.5,583,5.04,2.62,,,4.44,0.06,,
11/25/2013,NYPD,3. Non-Critical,303,3.23,302.69,,,,,546.70,1054.18,1051.35,3,281,,,,,139,337,864,8.46,4.07,,,4.99,0.05,,
11/25/2013,NYPD (Non-CIP),Alarms,349,3.83,311.83,,,,,970.80,1836.80,1836.80,3,293,,,,,284,538,1228,14.43,10.98,,,5.13,0.06,,
11/25/2013,NYPD (Non-CIP),Disorderly Person/Group/Noise,87,3.23,347.36,,,,,977.48,1576.82,1573.79,3,336,,,,,221,482,1210,9.99,10.50,,,5.74,0.05,,
11/25/2013,NYPD (Non-CIP),Dispute,716,3.41,331.12,,,,,1308.29,2176.01,2169.57,3,317.5,,,,,242.5,525,1333,14.46,16.29,,,5.46,0.06,,
11/25/2013,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,43,2.95,318.93,,,,,471.84,1490.95,1032.05,3,285,,,,,74,617,715,16.99,2.55,,,5.27,0.05,,
11/25/2013,NYPD (Non-CIP),Other Crimes (In Progress),112,4.60,317.92,,,,,626.40,1104.11,1099.34,3,315.5,,,,,130.5,299.5,881.5,7.96,5.14,,,5.22,0.08,,
11/25/2013,NYPD (Non-CIP),Past Crime,396,3.44,336.84,,,,,1787.87,3024.52,2997.63,3,327,,,,,403,701.5,1718.5,20.61,24.18,,,5.56,0.06,,
11/25/2013,NYPD (Non-CIP),Police Officer/Security Holding Suspect,27,3.44,300.67,,,,,736.78,1684.93,1684.93,3,305,,,,,147,318,914,15.80,7.27,,,4.95,0.06,,
11/25/2013,NYPD (Non-CIP),Possible Crimes,632,3.63,329.50,,,,,1158.57,1943.40,1883.57,3,324,,,,,241.5,496,1283.5,13.08,13.82,,,5.43,0.06,,
11/25/2013,NYPD (Non-CIP),Vehicle Accident,465,3.92,325.42,,,,,1637.89,3015.70,2949.54,3,301,,,,,553,903,2200,22.96,21.87,,,5.36,0.07,,
11/18/2013,EMS,1. Life Threating Med Emergencies,4918,3.16,57.28,,,62.26,154.72,194.23,558.04,492.77,3,69,,,9.75,40.5,83,327.75,435,6.06,1.54,0.90,0.11,0.91,0.05,,
11/18/2013,EMS,2. Non-Life Threatening Med Emergencies,7668,3.10,67.35,,,72.97,158.35,261.46,760.51,696.18,3,78,,,10.5,43.5,92.5,448,591.5,8.32,2.37,0.78,0.12,1.08,0.05,,
11/18/2013,FDNY,1. Structural Fires,306,3.05,76.31,,,,,89.70,281.30,279.42,3,54,,,,,10,195,267,3.19,0.22,,,1.22,0.05,,
11/18/2013,FDNY,2. Non-Structural Fires,165,3.03,61.97,,,,,75.05,329.65,327.88,3,57,,,,,10,242,301,4.24,0.22,,,0.98,0.05,,
11/18/2013,FDNY,3. Medical Emergencies,1944,3.12,147.53,,,66.32,144.37,175.00,434.14,395.19,3,107,,,5,47,7,244,365,4.32,0.46,1.31,0.09,2.41,0.05,,
11/18/2013,FDNY,4. Non-Medical Emergencies,1775,3.17,170.90,,,,,189.97,480.62,451.74,3,80,,,,,13,258,376,4.84,0.32,,,2.80,0.05,,
11/18/2013,NYPD,1. Critical,130,3.22,265.38,,,,,374.78,681.41,671.46,3,257.5,,,,,83.5,150.5,527,5.11,1.82,,,4.37,0.05,,
11/18/2013,NYPD,2. Serious,223,3.30,282.80,,,,,429.46,709.57,687.13,3,276,,,,,91,203,600,4.67,2.44,,,4.66,0.06,,
11/18/2013,NYPD,3. Non-Critical,230,3.13,299.76,,,,,559.69,1024.12,1016.88,3,283.5,,,,,127,316,788,7.74,4.33,,,4.94,0.05,,
11/18/2013,NYPD (Non-CIP),Alarms,248,3.16,312.87,,,,,1045.97,1848.98,1848.98,3,310.5,,,,,295,584.5,1353,13.38,12.22,,,5.16,0.05,,
11/18/2013,NYPD (Non-CIP),Disorderly Person/Group/Noise,77,2.96,343.19,,,,,1056.06,1510.96,1499.91,3,334,,,,,257,322,1081,7.58,11.88,,,5.67,0.05,,
11/18/2013,NYPD (Non-CIP),Dispute,458,3.07,344.80,,,,,1332.47,2194.41,2188.39,3,335,,,,,271,540,1426,14.37,16.46,,,5.70,0.05,,
11/18/2013,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,30,2.87,337.60,,,,,575.33,2097.70,1063.60,3,331.5,,,,,112.5,963,747,25.37,3.96,,,5.58,0.05,,
11/18/2013,NYPD (Non-CIP),Other Crimes (In Progress),78,3.38,316.76,,,,,581.95,1127.86,1127.86,3,292,,,,,151.5,403,927.5,9.10,4.42,,,5.22,0.06,,
11/18/2013,NYPD (Non-CIP),Past Crime,333,3.34,331.53,,,,,1524.21,2841.63,2791.49,3,318,,,,,366,803,1843,21.96,19.88,,,5.47,0.06,,
11/18/2013,NYPD (Non-CIP),Police Officer/Security Holding Suspect,16,3.25,318.00,,,,,495.25,2235.25,2235.25,3,281,,,,,111.5,682.5,1170.5,29.00,2.95,,,5.25,0.05,,
11/18/2013,NYPD (Non-CIP),Possible Crimes,463,3.19,342.09,,,,,1207.15,2195.78,2165.72,3,339,,,,,248,557,1363,16.48,14.42,,,5.65,0.05,,
11/18/2013,NYPD (Non-CIP),Vehicle Accident,306,3.06,344.19,,,,,1335.37,2678.76,2632.58,3,336.5,,,,,404.5,870.5,2078,22.39,16.52,,,5.69,0.05,,
12/26/2016,EMS,1. Life Threating Med Emergencies,10337,4.02,63.43,,,68.19,123.63,170.08,546.72,482.42,3,70,,,10,41.5,85.5,329.5,415.5,6.28,1.64,0.84,0.10,0.99,0.07,,
12/26/2016,EMS,2. Non-Life Threatening Med Emergencies,13564,3.99,78.65,,,84.74,128.43,219.57,747.34,658.23,3,82,,,10,46,94,449,532.25,8.80,2.14,0.65,0.13,1.25,0.07,,
12/26/2016,FDNY,1. Structural Fires,362,4.04,77.67,,,,,90.19,289.11,286.77,3,63,,,,,10,191.5,273,3.32,0.21,,,1.23,0.07,,
12/26/2016,FDNY,2. Non-Structural Fires,180,3.61,82.58,,,,,96.06,362.68,350.37,3,64,,,,,9,233,318.5,4.44,0.22,,,1.32,0.06,,
12/26/2016,FDNY,3. Medical Emergencies,2184,3.58,182.21,,,70.48,178.33,233.11,503.32,410.91,3,109.5,,,5,47,8,254,379,4.50,0.85,1.84,0.09,2.98,0.06,,
12/26/2016,FDNY,4. Non-Medical Emergencies,2906,4.13,183.05,,,,,198.78,485.89,446.26,3,79,,,,,12,256,365,4.79,0.26,,,2.98,0.07,,
12/26/2016,NYPD,1. Critical,1092,3.99,118.36,,,,,229.16,430.62,412.76,3,92,,,,,62,135,330.5,3.36,1.85,,,1.91,0.07,,
12/26/2016,NYPD,2. Serious,2250,4.06,124.12,,,,,249.99,521.23,508.67,3,95,,,,,72,179,391.5,4.52,2.10,,,2.00,0.07,,
12/26/2016,NYPD,3. Non-Critical,718,4.09,167.99,,,,,437.04,1074.27,1069.08,3,141,,,,,100,329,669,10.62,4.48,,,2.73,0.07,,
12/26/2016,NYPD (Non-CIP),Alarms,2488,3.94,124.64,,,,,690.88,2541.95,2541.59,3,105,,,,,253.5,946.5,1506,30.85,9.44,,,2.01,0.07,,
12/26/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,1273,4.08,170.41,,,,,667.88,1805.55,1769.41,3,145,,,,,175,520,1025,18.96,8.29,,,2.77,0.07,,
12/26/2016,NYPD (Non-CIP),Dispute,5666,3.98,180.28,,,,,845.80,2539.27,2522.92,3,152,,,,,195.5,769.5,1411.5,28.22,11.09,,,2.94,0.07,,
12/26/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,534,3.99,113.93,,,,,228.88,1847.11,805.00,3,87.5,,,,,62,929.5,378,26.97,1.92,,,1.83,0.07,,
12/26/2016,NYPD (Non-CIP),Other Crimes (In Progress),2368,4.02,162.59,,,,,413.12,932.10,930.44,3,136,,,,,101,289,607,8.65,4.18,,,2.64,0.07,,
12/26/2016,NYPD (Non-CIP),Past Crime,3136,3.72,217.30,,,,,878.58,3275.76,3223.80,3,180,,,,,227.5,1307.5,2072.5,39.95,11.02,,,3.56,0.06,,
12/26/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,195,3.95,101.17,,,,,351.79,1423.10,1413.42,3,77,,,,,124,604,905,17.86,4.18,,,1.62,0.07,,
12/26/2016,NYPD (Non-CIP),Possible Crimes,6884,3.98,154.40,,,,,743.89,2524.88,2449.06,3,119,,,,,194,800,1333.5,29.68,9.82,,,2.51,0.07,,
12/26/2016,NYPD (Non-CIP),Vehicle Accident,2995,3.62,175.41,,,,,898.42,3470.84,3435.86,3,149,,,,,281,1592,2360,42.87,12.05,,,2.86,0.06,,
12/19/2016,EMS,1. Life Threating Med Emergencies,10162,4.16,63.32,,,68.08,124.49,161.32,546.51,482.15,3,64.5,,,9.5,41.5,83.5,334.25,409.25,6.42,1.49,0.84,0.10,0.99,0.07,,
12/19/2016,EMS,2. Non-Life Threatening Med Emergencies,13645,4.18,78.34,,,84.37,129.99,198.10,746.80,655.09,3,81,,,10,46.5,94,467,541.5,9.14,1.85,0.68,0.13,1.24,0.07,,
12/19/2016,FDNY,1. Structural Fires,398,3.97,85.85,,,,,98.02,295.34,287.68,3,63,,,,,9,195,275.5,3.29,0.20,,,1.36,0.07,,
12/19/2016,FDNY,2. Non-Structural Fires,221,4.01,97.37,,,,,111.10,375.37,369.30,3,60,,,,,10,259,329,4.40,0.23,,,1.56,0.07,,
12/19/2016,FDNY,3. Medical Emergencies,2389,4.03,179.36,,,70.01,175.42,209.53,484.57,414.25,3,110,,,5,47,7,257,387,4.58,0.50,1.79,0.09,2.92,0.07,,
12/19/2016,FDNY,4. Non-Medical Emergencies,3212,4.29,156.66,,,,,172.88,473.48,441.42,3,78,,,,,12,265,372,5.01,0.27,,,2.54,0.07,,
12/19/2016,NYPD,1. Critical,1060,3.88,119.53,,,,,219.22,432.71,412.39,3,90,,,,,61,145,333.5,3.56,1.66,,,1.93,0.06,,
12/19/2016,NYPD,2. Serious,2095,4.21,120.96,,,,,248.02,535.78,520.90,3,91,,,,,73,200,405,4.80,2.12,,,1.95,0.07,,
12/19/2016,NYPD,3. Non-Critical,752,4.06,162.60,,,,,412.01,1128.06,1121.87,3,134.5,,,,,108.5,362.5,714,11.93,4.16,,,2.64,0.07,,
12/19/2016,NYPD (Non-CIP),Alarms,2534,4.06,126.72,,,,,760.99,2851.97,2847.67,3,106,,,,,257,1106.5,1751,34.85,10.57,,,2.04,0.07,,
12/19/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,1188,4.10,169.68,,,,,661.25,2008.46,2005.70,3,145,,,,,177,564.5,1104,22.45,8.19,,,2.76,0.07,,
12/19/2016,NYPD (Non-CIP),Dispute,5327,4.07,179.69,,,,,798.65,2501.43,2486.31,3,151,,,,,199,776,1429,28.38,10.32,,,2.93,0.07,,
12/19/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,564,4.42,114.41,,,,,260.59,2139.62,1015.08,3,84,,,,,66,1047.5,383,31.32,2.44,,,1.83,0.07,,
12/19/2016,NYPD (Non-CIP),Other Crimes (In Progress),2283,4.18,160.23,,,,,395.37,975.15,969.85,3,132,,,,,99,305,625,9.66,3.92,,,2.60,0.07,,
12/19/2016,NYPD (Non-CIP),Past Crime,3319,3.97,212.43,,,,,967.72,3849.88,3779.37,3,176,,,,,271,1633,2435,48.04,12.59,,,3.47,0.07,,
12/19/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,213,4.35,106.72,,,,,569.17,1831.99,1810.05,3,79,,,,,126,714,1323,21.05,7.71,,,1.71,0.07,,
12/19/2016,NYPD (Non-CIP),Possible Crimes,6878,4.06,155.69,,,,,776.16,2795.94,2704.67,3,121,,,,,213,954,1491,33.66,10.34,,,2.53,0.07,,
12/19/2016,NYPD (Non-CIP),Vehicle Accident,3776,3.72,170.61,,,,,985.89,4086.63,4007.21,3,143,,,,,328.5,1920.5,2738,51.68,13.59,,,2.78,0.06,,
12/12/2016,EMS,1. Life Threating Med Emergencies,10046,3.98,62.79,,,67.54,128.48,165.87,557.02,492.41,3,66.5,,,10.5,43,87,348,430.5,6.52,1.55,0.89,0.10,0.98,0.07,,
12/12/2016,EMS,2. Non-Life Threatening Med Emergencies,13912,3.96,80.06,,,86.34,136.99,210.04,773.42,675.87,3,83.5,,,10.5,47,96.5,485.5,567,9.39,2.00,0.75,0.14,1.27,0.07,,
12/12/2016,FDNY,1. Structural Fires,332,4.06,78.59,,,,,91.34,302.87,296.52,3,62,,,,,10,204,287,3.53,0.21,,,1.24,0.07,,
12/12/2016,FDNY,2. Non-Structural Fires,274,3.80,90.88,,,,,106.57,350.34,341.54,3,66.5,,,,,11,237.5,318.5,4.06,0.26,,,1.45,0.06,,
12/12/2016,FDNY,3. Medical Emergencies,2479,3.81,180.11,,,70.59,176.28,214.79,490.56,418.61,3,111,,,5,46,7,259,390,4.60,0.58,1.80,0.09,2.94,0.06,,
12/12/2016,FDNY,4. Non-Medical Emergencies,3700,3.93,175.34,,,,,192.25,502.42,468.01,3,81,,,,,12,275,388,5.17,0.28,,,2.86,0.07,,
12/12/2016,NYPD,1. Critical,969,3.90,121.78,,,,,217.96,438.14,419.52,3,91,,,,,61,144,345,3.67,1.60,,,1.96,0.06,,
12/12/2016,NYPD,2. Serious,1913,3.85,124.96,,,,,246.04,558.09,541.76,3,94,,,,,74,199,423,5.20,2.02,,,2.02,0.06,,
12/12/2016,NYPD,3. Non-Critical,812,4.03,161.72,,,,,432.00,1106.99,1100.92,3,138.5,,,,,116,357,716,11.25,4.50,,,2.63,0.07,,
12/12/2016,NYPD (Non-CIP),Alarms,3004,4.16,128.03,,,,,728.02,2757.32,2757.32,3,107,,,,,282,1026.5,1693,33.82,10.00,,,2.06,0.07,,
12/12/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,1220,3.90,178.62,,,,,720.18,2176.55,2148.62,3,155,,,,,206,667,1251,24.27,9.03,,,2.91,0.06,,
12/12/2016,NYPD (Non-CIP),Dispute,5186,3.93,180.67,,,,,813.46,2546.47,2535.99,3,152.5,,,,,226,810,1492.5,28.88,10.55,,,2.95,0.07,,
12/12/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,575,3.68,111.79,,,,,239.97,2249.77,969.13,3,88,,,,,66,1155,400,33.50,2.14,,,1.80,0.06,,
12/12/2016,NYPD (Non-CIP),Other Crimes (In Progress),2241,3.89,166.58,,,,,401.19,1010.73,1007.15,3,138,,,,,105,350,680,10.16,3.91,,,2.71,0.06,,
12/12/2016,NYPD (Non-CIP),Past Crime,3206,3.64,207.56,,,,,1000.56,4009.23,3935.51,3,177,,,,,299.5,1680,2462,50.14,13.22,,,3.40,0.06,,
12/12/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,227,4.20,110.69,,,,,406.38,1513.30,1511.27,3,84,,,,,111,537,903,18.45,4.93,,,1.77,0.07,,
12/12/2016,NYPD (Non-CIP),Possible Crimes,6632,3.94,160.62,,,,,804.74,2862.12,2746.55,3,126,,,,,225,957,1549,34.29,10.74,,,2.61,0.07,,
12/12/2016,NYPD (Non-CIP),Vehicle Accident,3963,3.47,174.63,,,,,940.49,3899.03,3835.90,3,148,,,,,306,1877,2676,49.31,12.76,,,2.85,0.06,,
12/05/2016,EMS,1. Life Threating Med Emergencies,9646,3.69,63.57,,,68.13,129.37,165.79,544.53,482.75,3,67.5,,,9,43,83.5,336.5,419,6.31,1.53,0.90,0.10,1.00,0.06,,
12/05/2016,EMS,2. Non-Life Threatening Med Emergencies,13319,3.63,81.29,,,87.06,137.94,207.05,741.33,656.50,3,83,,,9.5,47,93,447.5,550.5,8.90,1.93,0.76,0.13,1.30,0.06,,
12/05/2016,FDNY,1. Structural Fires,319,3.55,75.85,,,,,89.40,293.59,285.29,3,62,,,,,11,203,277,3.40,0.23,,,1.21,0.06,,
12/05/2016,FDNY,2. Non-Structural Fires,145,3.47,77.11,,,,,90.37,356.28,345.46,3,56,,,,,10,225,303,4.43,0.22,,,1.23,0.06,,
12/05/2016,FDNY,3. Medical Emergencies,2414,3.46,175.43,,,70.37,171.65,200.59,478.00,417.97,3,111,,,5,47,7,261,389.5,4.62,0.42,1.72,0.09,2.87,0.06,,
12/05/2016,FDNY,4. Non-Medical Emergencies,3122,3.73,175.62,,,,,193.46,490.23,452.82,3,81,,,,,12,268,379,4.95,0.30,,,2.86,0.06,,
12/05/2016,NYPD,1. Critical,998,3.73,120.18,,,,,206.76,407.86,390.88,3,91,,,,,59,145,329.5,3.35,1.44,,,1.94,0.06,,
12/05/2016,NYPD,2. Serious,2007,3.65,124.76,,,,,245.91,536.36,520.23,3,95,,,,,72,187,403,4.84,2.02,,,2.02,0.06,,
12/05/2016,NYPD,3. Non-Critical,825,3.60,169.62,,,,,401.52,1054.60,1048.06,3,141,,,,,108,354,694,10.88,3.86,,,2.77,0.06,,
12/05/2016,NYPD (Non-CIP),Alarms,2556,3.58,124.68,,,,,689.26,2606.64,2606.64,3,106,,,,,249.5,960.5,1546.5,31.96,9.41,,,2.02,0.06,,
12/05/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,1219,3.62,164.33,,,,,683.29,1940.44,1916.27,3,141,,,,,190,628,1165,20.95,8.65,,,2.68,0.06,,
12/05/2016,NYPD (Non-CIP),Dispute,5232,3.58,178.87,,,,,769.94,2451.04,2438.16,3,150,,,,,203,800,1424.5,28.02,9.85,,,2.92,0.06,,
12/05/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,610,3.83,118.46,,,,,275.48,2149.76,941.26,3,89,,,,,72,1086,402,31.24,2.62,,,1.91,0.06,,
12/05/2016,NYPD (Non-CIP),Other Crimes (In Progress),2242,3.64,162.95,,,,,391.82,971.96,967.93,3,134,,,,,101,329.5,664,9.67,3.81,,,2.66,0.06,,
12/05/2016,NYPD (Non-CIP),Past Crime,3216,3.42,210.36,,,,,912.99,3867.23,3803.72,3,180,,,,,265.5,1599.5,2390,49.24,11.71,,,3.45,0.06,,
12/05/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,241,3.71,110.41,,,,,470.27,1595.36,1590.34,3,89,,,,,135,633,1041,18.75,6.00,,,1.78,0.06,,
12/05/2016,NYPD (Non-CIP),Possible Crimes,6663,3.60,162.15,,,,,739.87,2654.14,2567.72,3,127,,,,,214,885,1458,31.90,9.63,,,2.64,0.06,,
12/05/2016,NYPD (Non-CIP),Vehicle Accident,3821,3.34,174.30,,,,,905.39,3826.12,3730.68,3,146,,,,,296,1816,2507,48.68,12.18,,,2.85,0.06,,
11/28/2016,EMS,1. Life Threating Med Emergencies,9640,3.90,61.88,,,66.57,123.32,157.61,536.46,473.19,3,64,,,9,41,82,336,411,6.31,1.47,0.86,0.10,0.97,0.06,,
11/28/2016,EMS,2. Non-Life Threatening Med Emergencies,13200,3.83,76.84,,,82.77,131.70,189.25,720.34,634.29,3,80.5,,,9.5,47,91.5,446,535,8.85,1.72,0.73,0.13,1.22,0.06,,
11/28/2016,FDNY,1. Structural Fires,289,3.65,80.15,,,,,92.84,292.01,288.63,3,69,,,,,9,194,278,3.32,0.21,,,1.27,0.06,,
11/28/2016,FDNY,2. Non-Structural Fires,148,3.62,81.76,,,,,95.60,361.29,351.44,3,66.5,,,,,10,241.5,328,4.43,0.23,,,1.30,0.06,,
11/28/2016,FDNY,3. Medical Emergencies,2502,3.76,170.31,,,70.13,166.69,199.47,470.92,403.48,3,108,,,5,45,7,256,378,4.52,0.49,1.64,0.09,2.78,0.06,,
11/28/2016,FDNY,4. Non-Medical Emergencies,3010,3.78,175.22,,,,,192.21,494.70,454.22,3,78.5,,,,,12,270,381,5.04,0.28,,,2.86,0.06,,
11/28/2016,NYPD,1. Critical,1044,3.75,117.04,,,,,217.04,422.96,411.20,3,90,,,,,61,138,329,3.43,1.67,,,1.89,0.06,,
11/28/2016,NYPD,2. Serious,2138,3.79,118.87,,,,,240.02,543.19,525.74,3,93,,,,,72,190,405,5.05,2.02,,,1.92,0.06,,
11/28/2016,NYPD,3. Non-Critical,779,3.91,167.03,,,,,430.00,1106.33,1093.05,3,139,,,,,115,389,720,11.27,4.38,,,2.72,0.07,,
11/28/2016,NYPD (Non-CIP),Alarms,2429,3.75,124.38,,,,,719.77,2844.50,2843.87,3,106,,,,,263,1045,1644,35.41,9.92,,,2.01,0.06,,
11/28/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,1182,3.78,160.96,,,,,676.60,1927.06,1906.77,3,138,,,,,195,576.5,1118.5,20.84,8.59,,,2.62,0.06,,
11/28/2016,NYPD (Non-CIP),Dispute,5271,3.72,176.91,,,,,750.01,2497.74,2482.48,3,146,,,,,201,803,1446,29.13,9.55,,,2.89,0.06,,
11/28/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,569,3.77,121.24,,,,,271.46,1925.72,972.05,3,89,,,,,70,1079,420,27.57,2.50,,,1.96,0.06,,
11/28/2016,NYPD (Non-CIP),Other Crimes (In Progress),2324,3.91,156.75,,,,,379.22,990.61,983.79,3,133,,,,,108,346.5,672,10.19,3.71,,,2.55,0.07,,
11/28/2016,NYPD (Non-CIP),Past Crime,3270,3.57,211.31,,,,,924.04,3792.79,3727.04,3,178,,,,,257,1565,2335,47.81,11.88,,,3.46,0.06,,
11/28/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,217,3.94,104.06,,,,,389.86,1663.91,1636.98,3,78,,,,,117,750,1101,21.23,4.76,,,1.67,0.07,,
11/28/2016,NYPD (Non-CIP),Possible Crimes,6991,3.72,154.63,,,,,725.15,2735.67,2654.27,3,122,,,,,222,910,1475,33.51,9.51,,,2.52,0.06,,
11/28/2016,NYPD (Non-CIP),Vehicle Accident,3858,3.42,171.85,,,,,916.59,3851.59,3785.17,3,143,,,,,294,1878,2637.5,48.92,12.41,,,2.81,0.06,,
11/21/2016,EMS,1. Life Threating Med Emergencies,8884,3.72,63.06,,,67.61,130.00,161.74,521.55,463.13,3,67.5,,,9.5,41.5,81,317.25,402,6.00,1.51,0.95,0.10,0.99,0.06,,
11/21/2016,EMS,2. Non-Life Threatening Med Emergencies,12052,3.75,80.53,,,86.28,146.96,188.03,650.70,583.19,3,80,,,9,47,89,406.5,509,7.71,1.65,0.93,0.13,1.28,0.06,,
11/21/2016,FDNY,1. Structural Fires,434,3.85,86.83,,,,,99.87,303.35,292.97,3,65,,,,,10,197,283.5,3.39,0.22,,,1.38,0.06,,
11/21/2016,FDNY,2. Non-Structural Fires,179,3.95,82.07,,,,,95.97,366.41,361.94,3,66,,,,,10,241,336,4.51,0.23,,,1.30,0.07,,
11/21/2016,FDNY,3. Medical Emergencies,2073,3.60,167.83,,,70.30,164.18,197.28,468.87,399.31,3,108,,,5,45,7,250,377,4.53,0.49,1.60,0.09,2.74,0.06,,
11/21/2016,FDNY,4. Non-Medical Emergencies,3041,3.65,191.83,,,,,208.15,498.02,461.60,3,77,,,,,12,262,368,4.83,0.27,,,3.14,0.06,,
11/21/2016,NYPD,1. Critical,1044,3.77,118.81,,,,,207.70,396.14,384.57,3,93,,,,,58.5,139,328,3.14,1.48,,,1.92,0.06,,
11/21/2016,NYPD,2. Serious,2022,3.63,122.93,,,,,241.48,512.93,490.95,3,95,,,,,69.5,185,394.5,4.52,1.98,,,1.99,0.06,,
11/21/2016,NYPD,3. Non-Critical,707,3.61,169.75,,,,,395.73,1087.49,1084.71,3,142,,,,,108,350,702,11.53,3.77,,,2.77,0.06,,
